Tenure,NumOfProducts,HasCrCard,IsActiveMember,CreditScoreBins,Geography_Germany,Geography_Spain,Gender_Male,Age,Balance,EstimatedSalary
5,2,1,0,2,0.0,0.0,1.0,-0.9725299160997677,-1.2258476714090278,0.14759314555422245
9,1,1,1,0,0.0,0.0,0.0,-0.00019623283214305012,-1.2258476714090278,-1.4634887332807875
5,1,0,0,2,0.0,0.0,1.0,-1.6593448285996037,0.8585776805329811,0.3791509920354525
2,1,1,0,3,0.0,1.0,1.0,0.7935655731855249,-1.2258476714090278,-0.9029944621299248
8,2,1,0,3,0.0,0.0,1.0,-1.0706463321711728,-1.2258476714090278,-0.3974946448065805
4,1,1,0,2,0.0,0.0,1.0,-0.48194783574274197,0.3777410161204106,0.16356459497922057
1,1,0,1,4,1.0,0.0,0.0,1.1860312374711455,0.18100921688582527,-1.1025170741670827
5,1,0,0,1,0.0,1.0,0.0,0.7935655731855249,-1.2258476714090278,1.1574233698992917
3,2,1,1,0,0.0,1.0,0.0,3.4427088071134637,-1.2258476714090278,1.064841373682616
6,1,1,1,1,0.0,0.0,0.0,-0.7762970839569574,-1.2258476714090278,-1.4544619290923342
0,2,1,0,2,1.0,0.0,1.0,0.5973327410427146,0.8604142269335577,0.882772449495884
5,3,1,1,3,0.0,1.0,1.0,1.1860312374711455,0.945931033132523,0.9109993188818506
1,1,0,1,0,0.0,0.0,1.0,0.4010999088999043,0.25426159859650155,-0.34477745451958297
7,2,0,1,2,0.0,1.0,1.0,2.5596610624708176,0.9332394861939736,1.5707409641336065
3,1,1,1,1,0.0,0.0,0.0,-1.4631119964567936,-0.6721460005061486,-1.5380931110539109
3,1,1,0,1,0.0,0.0,0.0,1.1860312374711455,-1.2258476714090278,1.2850337692621618
4,2,1,0,3,1.0,0.0,1.0,-0.48194783574274197,0.19760897431203153,-0.5482400663506573
7,1,0,0,1,1.0,0.0,0.0,0.10675066068568889,0.31599738071679334,1.061852552230686
9,2,1,0,1,1.0,0.0,1.0,-0.6781806678855523,0.760529758754832,1.7181059639284677
7,2,1,0,0,1.0,0.0,1.0,0.008634244614283748,0.505963175688639,-1.2669448570751147
9,2,1,0,2,0.0,1.0,0.0,-0.9725299160997677,-1.2258476714090278,-1.2647202822069192
2,1,1,0,0,0.0,0.0,1.0,-0.8744135000283626,0.6380295975803008,-0.43133016250011924
6,1,1,0,3,1.0,0.0,1.0,2.854010310685033,0.5787382700984237,-1.1168050944277723
3,1,1,1,2,0.0,0.0,0.0,-0.3838314196713368,0.3702509070808313,-1.7106801609021018
4,1,1,0,0,0.0,0.0,1.0,-1.4631119964567936,0.30861577520397826,-0.9376060509277202
7,1,0,1,1,1.0,0.0,1.0,-0.2857150035999317,0.6246746886073689,-1.0000275208730758
5,1,1,0,1,1.0,0.0,0.0,0.20486707675709404,0.25614029629329504,-1.0749840259117422
9,3,1,0,1,0.0,0.0,1.0,-0.00019623283214305012,0.5138334477496133,0.5863141571198731
4,1,1,0,1,0.0,0.0,1.0,0.008634244614283748,-1.2258476714090278,-0.40353245365309637
9,1,1,0,2,0.0,0.0,1.0,-0.48194783574274197,-1.2258476714090278,-0.686968297244281
5,2,0,0,2,0.0,1.0,0.0,0.008634244614283748,-1.2258476714090278,0.046488626171352534
7,2,1,0,0,0.0,0.0,1.0,-0.6781806678855523,1.6271620116890055,-1.3513879314825292
8,3,1,1,2,1.0,0.0,0.0,0.20486707675709404,0.5235747244951438,0.8478619437748941
7,2,1,1,1,0.0,0.0,1.0,2.6577774785422226,-1.2258476714090278,-0.44358366967100316
6,2,1,0,0,0.0,0.0,0.0,-0.2857150035999317,0.11958195661046846,-0.31457936800660474
10,1,1,0,1,1.0,0.0,0.0,-0.48194783574274197,0.8483458139862323,0.9326952273595329
3,1,1,0,1,1.0,0.0,1.0,-0.0894821714571214,0.348106891897828,1.32552927424968
8,2,1,0,1,1.0,0.0,0.0,0.4010999088999043,0.7829709165355027,-1.3236526491482616
1,1,1,1,1,0.0,0.0,0.0,-0.48194783574274197,-1.2258476714090278,-0.427537099762689
9,2,0,0,0,0.0,0.0,1.0,-0.48194783574274197,-1.2258476714090278,-1.626846397081583
4,2,1,1,0,1.0,0.0,1.0,1.480380485685361,0.6752014313556812,1.260900444546889
8,2,1,0,1,0.0,1.0,1.0,-1.0706463321711728,-1.2258476714090278,0.4603012852575201
4,1,1,0,2,1.0,0.0,1.0,0.5973327410427146,0.874314858962076,-0.4535955607529397
4,2,0,1,0,0.0,1.0,0.0,0.20486707675709404,-1.2258476714090278,0.8262639353715328
8,1,1,1,2,0.0,1.0,1.0,-0.6781806678855523,1.9384937293436397,-0.8238828553578474
1,1,1,0,0,1.0,0.0,0.0,-0.3838314196713368,1.0176121170937231,1.4880220091522967
9,2,1,1,4,0.0,0.0,1.0,-0.48194783574274197,-1.2258476714090278,-1.1851852532661515
5,1,1,0,0,0.0,1.0,0.0,-0.3838314196713368,1.442545424559523,0.6120493565858545
4,1,0,1,0,0.0,1.0,0.0,0.20486707675709404,0.571638901972066,-1.1102537883885901
6,2,1,0,2,1.0,0.0,0.0,-0.7762970839569574,0.47085579380136633,0.7908013288761726
1,2,1,1,0,0.0,0.0,1.0,1.7747297338995764,-1.2258476714090278,0.24968049126047556
2,1,0,1,1,0.0,0.0,1.0,-0.3838314196713368,0.9083533929616235,0.3854205962622001
5,1,1,1,0,1.0,0.0,0.0,-0.8744135000283626,1.2867491050663475,0.7139570739141785
8,2,1,1,4,0.0,0.0,1.0,-0.18759858752852654,1.1978707730618414,0.626686547981957
4,2,0,1,4,1.0,0.0,0.0,0.20486707675709404,0.2287349018243048,1.2014655354833639
9,2,0,1,4,0.0,0.0,1.0,-0.6781806678855523,0.7115049163747716,-0.36853639404833005
3,1,1,1,4,0.0,1.0,1.0,-1.6593448285996037,-1.2258476714090278,0.770251007769058
5,2,1,0,4,0.0,1.0,0.0,0.008634244614283748,1.4464150097149047,-1.4921640649965497
7,1,0,0,1,0.0,1.0,0.0,1.7747297338995764,-1.2258476714090278,-0.27794700342961
5,1,1,0,1,0.0,0.0,1.0,-0.5800642518141471,0.378735498223175,-1.1454945112341564
5,2,0,0,1,0.0,1.0,1.0,0.008634244614283748,-1.2258476714090278,0.28966423795540414
2,2,1,0,1,0.0,0.0,0.0,-1.168762748242578,-1.2258476714090278,-1.487515637311363
6,2,1,0,0,0.0,0.0,1.0,-0.5800642518141471,-1.2258476714090278,1.4756979026382961
5,2,1,1,2,0.0,1.0,1.0,2.6577774785422226,0.6277591057012769,0.5543721277199151
8,2,0,1,2,1.0,0.0,1.0,-0.48194783574274197,1.1434927160622113,-1.7133149422984042
1,2,1,0,2,1.0,0.0,0.0,0.5973327410427146,0.336573463843174,-0.8604011480898068
4,1,0,1,1,1.0,0.0,1.0,-0.9725299160997677,0.36012882622955267,0.5498796793716136
2,2,1,0,3,0.0,1.0,0.0,-0.48194783574274197,-1.2258476714090278,-0.6753712248523729
9,1,1,0,0,0.0,1.0,1.0,-0.48194783574274197,1.2232025801906923,-1.398114784895106
10,2,1,0,0,0.0,0.0,1.0,-0.9725299160997677,-1.2258476714090278,-1.5285524618927755
5,1,0,0,1,0.0,0.0,0.0,0.4010999088999043,1.2313272024687638,1.2254635737726651
1,2,0,0,0,0.0,0.0,1.0,-1.2668791643139832,-1.2258476714090278,0.37319734595265164
6,2,1,1,1,0.0,0.0,1.0,-0.18759858752852654,-1.2258476714090278,-0.303309208829127
7,2,1,1,3,0.0,1.0,0.0,-1.2668791643139832,0.7568573070380323,1.2096541898348205
7,1,0,1,3,0.0,1.0,0.0,0.008634244614283748,1.5251536310484215,0.012191778287450125
8,1,1,0,2,0.0,0.0,1.0,-0.6781806678855523,0.7172911834748685,0.29351746663549
6,2,1,0,0,0.0,0.0,1.0,-1.3649955803853884,-1.2258476714090278,0.3362285042108045
7,2,1,0,1,0.0,0.0,0.0,0.10675066068568889,-1.2258476714090278,-1.5541840229141823
10,2,1,1,0,0.0,0.0,0.0,-0.9725299160997677,-0.05275113377121975,0.506347707070062
6,2,1,0,4,0.0,0.0,0.0,-0.18759858752852654,0.07347549047686047,-0.3322057286346525
4,2,1,1,2,0.0,0.0,0.0,-0.0894821714571214,0.6913878496452187,0.1805305213581161
6,2,1,1,1,0.0,0.0,1.0,-2.0518104928852243,-1.2258476714090278,-1.265600339535766
2,1,1,1,0,1.0,0.0,1.0,-0.18759858752852654,0.22353057904574503,1.5350279560271933
1,1,1,0,1,0.0,0.0,0.0,-0.6781806678855523,-1.2258476714090278,0.11757503519918842
9,2,1,1,1,0.0,0.0,0.0,-0.0894821714571214,-1.2258476714090278,0.5689496748433849
2,1,1,1,4,0.0,1.0,0.0,0.5973327410427146,0.7344474021195758,-1.4016880506628344
4,1,1,0,0,1.0,0.0,0.0,1.480380485685361,0.7848504155877376,-0.28473758211935385
8,2,1,0,2,1.0,0.0,0.0,-0.7762970839569574,0.7298109198067845,-1.15222301119116
10,1,1,1,1,1.0,0.0,0.0,-0.6781806678855523,0.24931739579421675,-0.9823801195540992
6,2,1,1,2,0.0,0.0,0.0,-0.9725299160997677,-1.2258476714090278,-0.018982352838611934
8,1,0,0,2,0.0,0.0,0.0,-0.48194783574274197,0.3826255980778558,-0.9399095718594003
7,1,1,1,0,0.0,1.0,1.0,0.3029834928284992,1.0030505270971468,-0.22858258638060772
9,1,1,0,0,0.0,1.0,0.0,-0.18759858752852654,0.9104449306636501,0.19275446722769515
8,2,1,0,2,1.0,0.0,1.0,-1.0706463321711728,0.6951538996775728,0.44050547289371006
2,1,1,0,0,0.0,0.0,1.0,-1.0706463321711728,0.6182733010704614,1.3731396627912578
7,1,1,1,4,1.0,0.0,0.0,0.10675066068568889,0.4481806402318098,-1.7274643722229763
6,1,1,1,2,1.0,0.0,0.0,-1.757461244671009,0.34411181448032485,1.1281293375362194
6,2,0,1,2,0.0,0.0,1.0,-0.2857150035999317,-1.2258476714090278,-1.4060443431351262
8,1,1,0,2,0.0,1.0,1.0,0.10675066068568889,0.1046541471771773,0.01738065611649307
5,1,1,0,2,1.0,0.0,0.0,-1.0706463321711728,0.2476576284040109,0.7545367416654121
1,1,1,1,0,0.0,0.0,1.0,-1.4631119964567936,-1.2258476714090278,1.2096324535838612
9,2,1,1,1,0.0,0.0,0.0,-0.6781806678855523,-1.2258476714090278,-0.12058384986341907
6,1,1,1,2,0.0,0.0,1.0,0.10675066068568889,-1.2258476714090278,-0.9077719162008071
0,2,0,0,2,0.0,1.0,0.0,-0.3838314196713368,-1.2258476714090278,-0.40782179847243294
6,1,1,1,0,0.0,0.0,0.0,-0.48194783574274197,-1.2258476714090278,0.698658926598901
2,2,1,1,1,0.0,0.0,1.0,-0.8744135000283626,1.5975929575282637,0.9063246338055043
9,2,1,1,3,0.0,0.0,1.0,1.6766133178281712,-1.2258476714090278,1.2069422012751099
2,2,0,0,1,0.0,1.0,0.0,0.008634244614283748,-1.2258476714090278,1.5844299333178535
2,1,1,0,1,1.0,0.0,0.0,0.3029834928284992,1.407530839632363,-0.8971341949812458
10,2,1,1,2,0.0,0.0,0.0,-0.18759858752852654,-1.2258476714090278,-1.498144316250525
3,2,0,1,3,0.0,0.0,0.0,-1.0706463321711728,0.5229991910171378,-0.8551707105489292
2,1,1,0,4,0.0,1.0,0.0,-0.0894821714571214,-0.450343956558782,1.4729631344875804
9,2,0,1,3,0.0,0.0,1.0,-1.3649955803853884,-1.2258476714090278,-0.19756982518166868
1,1,1,0,2,0.0,1.0,1.0,-1.0706463321711728,-1.2258476714090278,-1.038694572429884
4,1,0,0,0,1.0,0.0,0.0,-0.3838314196713368,0.7217723631031185,-0.3984136534971467
5,2,1,1,3,0.0,0.0,1.0,0.20486707675709404,-1.2258476714090278,-1.344866534524667
5,1,1,1,2,0.0,1.0,1.0,-1.0706463321711728,0.9966023404024621,-0.7989590266676808
1,1,1,0,0,0.0,0.0,1.0,-1.4631119964567936,0.6346483584309023,-0.18007249093931627
8,2,1,1,1,0.0,0.0,1.0,-0.7762970839569574,-1.2258476714090278,-0.9893252864606669
8,1,1,0,1,0.0,1.0,0.0,-0.5800642518141471,0.737924803921941,1.6723012492265943
4,2,0,0,1,0.0,0.0,0.0,-0.3838314196713368,-1.2258476714090278,0.45030452260625126
8,1,0,0,1,1.0,0.0,1.0,-0.8744135000283626,0.9297547119215469,-0.9883855848591874
9,1,1,1,2,0.0,0.0,0.0,0.20486707675709404,1.2141765933121462,-0.19661134345936027
1,2,1,0,1,0.0,1.0,0.0,-0.3838314196713368,0.09208568843442466,-0.19636042017828412
2,1,1,0,2,0.0,0.0,0.0,0.49921632497130947,-0.2837460068000298,-1.447031261284336
8,1,1,1,0,1.0,0.0,0.0,-0.2857150035999317,1.4392657972800924,-1.3352038145781437
8,2,0,0,3,0.0,1.0,0.0,-0.48194783574274197,0.8111199688541023,-1.7321305366889463
3,1,1,0,0,1.0,0.0,1.0,-0.5800642518141471,1.097485938545512,-0.7172162901894623
9,2,1,0,1,1.0,0.0,1.0,-0.0894821714571214,0.6243568710393138,0.49369564400158544
7,1,1,0,1,0.0,1.0,1.0,1.0879148213997403,-1.2258476714090278,1.4737084270604788
5,1,1,0,1,0.0,1.0,1.0,0.3029834928284992,-0.5611500980482048,0.224133093002784
10,1,1,0,0,0.0,0.0,0.0,-0.8744135000283626,1.5977045062057051,-0.052948114147899655
3,2,1,0,4,1.0,0.0,0.0,0.4010999088999043,1.2112920342653206,-0.03791114962415088
7,2,1,0,0,1.0,0.0,0.0,1.9709625660423866,0.24351926863358753,1.096392846125334
9,1,1,1,1,1.0,0.0,1.0,-0.7762970839569574,0.4383712482737613,0.8716735719759664
0,2,1,1,3,1.0,0.0,1.0,0.3029834928284992,0.024154146583486268,-0.03797514114697542
7,1,1,0,4,0.0,0.0,1.0,-1.4631119964567936,0.5300560873051017,1.4506754783137779
9,2,1,0,0,0.0,0.0,1.0,-0.48194783574274197,-1.2258476714090278,0.13540241267610953
7,1,1,1,3,0.0,1.0,1.0,-0.48194783574274197,0.9048687789602854,-1.187448257826043
3,1,0,1,2,0.0,0.0,0.0,-0.48194783574274197,0.4664332733914261,-0.44160810529379946
8,2,0,0,1,0.0,1.0,1.0,-0.2857150035999317,1.7911121227983184,1.4427353127832898
5,2,1,0,0,0.0,0.0,0.0,-0.2857150035999317,1.15686749865009,-0.7650765586720697
7,1,0,1,1,0.0,1.0,1.0,1.2841476535425507,-1.2258476714090278,-0.4608965066152119
4,2,1,1,3,1.0,0.0,0.0,-0.6781806678855523,0.5278566871606641,0.45954295093404635
2,2,0,1,1,0.0,1.0,1.0,-0.18759858752852654,-1.2258476714090278,1.5254735695554515
2,1,1,1,2,0.0,1.0,1.0,-0.0894821714571214,-0.2277275752118755,-0.7096355553048399
9,2,0,0,1,1.0,0.0,1.0,-0.0894821714571214,0.7978293285875697,-1.464680575393397
0,2,0,1,3,0.0,1.0,1.0,2.363428230328007,-1.2258476714090278,-1.2680666215146306
3,2,1,1,2,1.0,0.0,0.0,0.49921632497130947,0.46031155890356357,1.103647189465549
4,2,1,1,2,0.0,0.0,1.0,0.8916819892569301,-1.2258476714090278,1.2312040307060554
6,2,1,1,1,0.0,0.0,0.0,0.008634244614283748,0.2908178311218063,0.8495966704914666
5,2,0,0,0,1.0,0.0,1.0,0.008634244614283748,0.656855360151599,-0.6326873141182559
8,1,1,1,1,1.0,0.0,0.0,-1.3649955803853884,1.0472111419479728,-0.4561534827658492
3,2,1,0,3,0.0,1.0,1.0,-0.5800642518141471,-1.2258476714090278,-1.2048066539522626
7,1,0,1,3,0.0,0.0,0.0,-0.48194783574274197,0.5301480829097732,0.22530180774437228
3,1,0,0,1,0.0,1.0,1.0,1.1860312374711455,0.19780081880470018,-0.25804355315104865
2,2,1,1,3,0.0,0.0,1.0,-0.9725299160997677,0.31250940102260144,-0.4591303058072496
9,2,1,0,1,0.0,0.0,0.0,-0.48194783574274197,-1.2258476714090278,0.6611901510849858
0,2,1,1,0,1.0,0.0,0.0,-0.2857150035999317,0.803290565920639,1.2567601234641304
8,1,1,1,2,0.0,0.0,0.0,1.8728461499709816,0.26746024325836276,0.6898392254095891
6,3,1,0,3,1.0,0.0,1.0,0.4010999088999043,1.4194025999543716,-1.4460837346325108
10,2,1,0,1,0.0,1.0,1.0,0.3029834928284992,-1.2258476714090278,1.3537038027433361
8,2,1,1,2,0.0,0.0,0.0,3.3445923910420587,0.9816017678950929,0.5759271852913804
1,2,0,1,3,1.0,0.0,0.0,1.0879148213997403,0.7214157599317002,0.10383372512263124
2,1,1,1,1,0.0,0.0,1.0,1.578496901756766,-1.2258476714090278,0.10627861863055175
1,2,0,1,1,0.0,0.0,0.0,0.20486707675709404,-1.2258476714090278,0.5427183671855048
9,1,1,1,1,1.0,0.0,0.0,-0.18759858752852654,1.2919874053156222,0.9293556697621207
4,1,1,1,2,0.0,1.0,0.0,-0.48194783574274197,0.5323114220593482,-1.0814450830369406
2,2,1,1,1,0.0,1.0,1.0,-0.5800642518141471,-1.2258476714090278,1.0116677221254695
7,1,0,1,3,1.0,0.0,0.0,-0.6781806678855523,0.04867818742741656,1.0008740215690233
2,2,0,1,1,0.0,0.0,1.0,-0.18759858752852654,-1.2258476714090278,-0.5607853609544209
5,2,1,1,0,0.0,0.0,0.0,0.008634244614283748,-1.2258476714090278,-1.4343565925148614
1,1,1,0,1,0.0,0.0,1.0,0.20486707675709404,-0.5769299085867814,0.49451866540791456
2,1,1,0,2,1.0,0.0,1.0,0.9897984053283352,0.6482520081328416,1.6513175942203517
6,2,0,0,1,0.0,0.0,1.0,-0.18759858752852654,-1.2258476714090278,0.7366768467570555
8,3,1,0,0,0.0,1.0,0.0,1.2841476535425507,1.0747213537086966,0.7280578146366014
5,1,1,1,0,0.0,1.0,0.0,-0.00019623283214305012,-0.007762237936173459,1.0186238441025208
7,2,1,1,0,0.0,0.0,1.0,-0.5800642518141471,-1.2258476714090278,-0.2552571396680533
4,1,1,0,1,0.0,0.0,1.0,-0.0894821714571214,-1.2258476714090278,-0.0801069511067222
2,1,1,0,0,1.0,0.0,0.0,0.4010999088999043,0.7109821120848093,-1.6081109659845796
8,1,0,1,1,0.0,0.0,0.0,-0.5800642518141471,0.2374549311953285,0.5344392900300571
3,1,1,1,0,1.0,0.0,0.0,-0.18759858752852654,0.29708939907720877,0.5045827234921536
